"title,price,price_numeric,location,details,link,property_type"
"2 BHK Apartment for Sale in Bambolim Goa,â‚¹1.40 Crâ‚¹13691 per sqft,1.4,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Models Boulevard, Caranzalem Goa,â‚¹1.40 Crâ‚¹11612 per sqft,1.4,N/A,N/A,https://www.magicbricks.com/models-boulevard-caranzalem-goa-pdpid-4d4235323639323031,N/A"
"2 BHK Apartment for Sale in Caranzalem Goa,â‚¹1.40 Crâ‚¹11717 per sqft,1.4,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Calangute Goa,â‚¹1.40 Crâ‚¹17880 per sqft,1.4,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Siolim Goa,â‚¹1.40 Crâ‚¹16260 per sqft,1.4,N/A,N/A,N/A,N/A"
"2 BHK Villa for Sale in Kadamba Plateau Goa,â‚¹1.40 Crâ‚¹15556 per sqft,1.4,N/A,N/A,N/A,N/A"
"Studio Apartment for Sale in Nerul Goa,â‚¹1.40 Crâ‚¹17500 per sqft,1.4,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Caranzalem Goa,â‚¹1.40 Crâ‚¹11717 per sqft,1.4,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Bogmalo Beach Goa,â‚¹1.41 Crâ‚¹2495 per sqft,1.41,N/A,N/A,N/A,N/A"
"1 BHK Builder Floor for Sale in Calangute Goa,â‚¹1.42 Cr,1.42,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Cavelossim Goa,â‚¹1.43 Crâ‚¹5729 per sqft,1.43,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Cavelossim Goa,â‚¹1.43 Crâ‚¹5729 per sqft,1.43,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Morjim Goa,â‚¹1.43 Crâ‚¹5728 per sqft,1.43,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Dabolim Goa,â‚¹1.43 Crâ‚¹9533 per sqft,1.43,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Dabolim Goa,â‚¹1.43 Crâ‚¹9527 per sqft,1.43,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Anjuna Goa,â‚¹1.43 Cr,1.43,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Chogm Road Goa,â‚¹1.43 Crâ‚¹7000 per sqft,1.43,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Bogmalo Beach Goa,â‚¹1.43 Crâ‚¹5728 per sqft,1.43,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Navelim Goa,â‚¹1.45 Crâ‚¹8419 per sqft,1.45,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Navelim Goa,â‚¹1.45 Crâ‚¹7203 per sqft,1.45,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Arpora Goa,â‚¹1.45 Crâ‚¹15135 per sqft,1.45,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Provident Adora De Goa, Dabolim Goa,â‚¹1.45 Crâ‚¹9667 per sqft,1.45,N/A,N/A,https://www.magicbricks.com/provident-adora-de-goa-dabolim-goa-pdpid-4d4235313134313633,N/A"
"1 BHK Apartment for Sale in Raichandani Botanica, Candolim Goa,â‚¹1.45 Crâ‚¹21048 per sqft,1.45,N/A,N/A,https://www.magicbricks.com/raichandani-botanica-candolim-goa-pdpid-4d4235333332313039,N/A"
"2 BHK Builder Floor for Sale in Calangute Goa,â‚¹1.45 Crâ‚¹8450 per sqft,1.45,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Porvorim Goa,â‚¹1.45 Crâ‚¹10362 per sqft,1.45,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Calangute Goa,â‚¹1.45 Crâ‚¹17968 per sqft,1.45,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Candolim Goa,â‚¹1.45 Crâ‚¹17059 per sqft,1.45,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in JD Enclave, Assagao Goa,â‚¹1.45 Crâ‚¹19244 per sqft,1.45,N/A,N/A,https://www.magicbricks.com/jd-enclave-assagao-goa-pdpid-4d4235303931343338,N/A"
"2 BHK Apartment for Sale in Manglam Casa Amora Phase III, Kadamba Plateau Goa,â‚¹1.45 Crâ‚¹12257 per sqft,1.45,N/A,N/A,https://www.magicbricks.com/manglam-casa-amora-phase-iii-kadamba-plateau-goa-pdpid-4d4235313230383339,N/A"
"2 BHK Apartment for Sale in Mapusa Goa,â‚¹1.45 Crâ‚¹10902 per sqft,1.45,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Arpora Goa,â‚¹1.45 Cr,1.45,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Provident Adora De Goa, Dabolim Goa,â‚¹1.45 Crâ‚¹9667 per sqft,1.45,N/A,N/A,https://www.magicbricks.com/provident-adora-de-goa-dabolim-goa-pdpid-4d4235313134313633,N/A"
"2 BHK Apartment for Sale in Claramount Avenue, Porvorim Goa,â‚¹1.45 Crâ‚¹10863 per sqft,1.45,N/A,N/A,https://www.magicbricks.com/claramount-avenue-porvorim-goa-pdpid-4d4235323235343437,N/A"
"2 BHK Apartment for Sale in HOA One Goa, Bicholim Goa,â‚¹1.45 Crâ‚¹11197 per sqft,1.45,N/A,N/A,https://www.magicbricks.com/hoa-one-goa-bicholim-goa-pdpid-4d4235343232393431,N/A"
"3 BHK Apartment for Sale in Provident Adora De Goa, Dabolim Goa,â‚¹1.45 Crâ‚¹9667 per sqft,1.45,N/A,N/A,https://www.magicbricks.com/provident-adora-de-goa-dabolim-goa-pdpid-4d4235313134313633,N/A"
"2 BHK Penthouse for Sale in Oceanpride Nisarg, Salvador do Mundo Goa,â‚¹1.45 Cr,1.45,N/A,N/A,https://www.magicbricks.com/oceanpride-nisarg-salvador-do-mundo-goa-pdpid-4d4235333932363233,N/A"
"3 BHK Apartment for Sale in Provident Adora De Goa, Vidhyanagar Colony Goa,â‚¹1.47 Crâ‚¹9800 per sqft,1.47,N/A,N/A,https://www.magicbricks.com/provident-adora-de-goa-dabolim-goa-pdpid-4d4235313134313633,N/A"
"Plot/Land for Sale in Cuncolim Goa,â‚¹1.47 Crâ‚¹12000 per sqft,1.47,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Provident Adora De Goa, Dabolim Goa,â‚¹1.47 Crâ‚¹9825 per sqft,1.47,N/A,N/A,https://www.magicbricks.com/provident-adora-de-goa-dabolim-goa-pdpid-4d4235313134313633,N/A"
"3 BHK Apartment for Sale in Provident Adora De Goa, Dabolim Goa,â‚¹1.47 Crâ‚¹9825 per sqft,1.47,N/A,N/A,https://www.magicbricks.com/provident-adora-de-goa-dabolim-goa-pdpid-4d4235313134313633,N/A"
"3 BHK Apartment for Sale in Provident Adora De Goa, Dabolim Goa,â‚¹1.47 Crâ‚¹9825 per sqft,1.47,N/A,N/A,https://www.magicbricks.com/provident-adora-de-goa-dabolim-goa-pdpid-4d4235313134313633,N/A"
"Plot/Land for Sale in Revora Goa,â‚¹1.48 Crâ‚¹836 per sqft,1.48,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Provident Adora De Goa, Vidhyanagar Colony Goa,â‚¹1.48 Crâ‚¹9867 per sqft,1.48,N/A,N/A,https://www.magicbricks.com/provident-adora-de-goa-dabolim-goa-pdpid-4d4235313134313633,N/A"
"1 BHK Builder Floor for Sale in Calangute Goa,â‚¹1.48 Cr,1.48,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Revora Goa,â‚¹1.48 Crâ‚¹836 per sqft,1.48,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Calangute Goa,â‚¹1.49 Crâ‚¹16556 per sqft,1.49,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Colvale Goa,â‚¹1.49 Crâ‚¹92547 per sqft,1.49,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Siolim Goa,â‚¹1.50 Crâ‚¹17165 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Saldanha Orchid, Siolim Goa,â‚¹1.50 Cr,1.5,N/A,N/A,https://www.magicbricks.com/saldanha-orchid-siolim-goa-pdpid-4d4235313039393537,N/A"
"2 BHK Apartment for Sale in Calangute Goa,â‚¹1.50 Crâ‚¹12500 per sqft,1.5,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Porvorim Goa,â‚¹1.50 Crâ‚¹9290 per sqft,1.5,N/A,N/A,N/A,N/A"
"4 BHK Penthouse for Sale in Benaulim Goa,â‚¹1.50 Crâ‚¹11612 per sqft,1.5,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Velsao Goa,â‚¹1.50 Crâ‚¹9290 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Zuari Rain Forest, Sancoale Goa,â‚¹1.50 Crâ‚¹12500 per sqft,1.5,N/A,N/A,https://www.magicbricks.com/zuari-rain-forest-sancoale-goa-pdpid-4d4235323834353539,N/A"
"3 BHK Villa for Sale in Marcel Goa,â‚¹1.50 Crâ‚¹7732 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Vagator Goa,â‚¹1.50 Crâ‚¹11148 per sqft,1.5,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Kadamba Plateau Goa,â‚¹1.50 Crâ‚¹9960 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Arpora Goa,â‚¹1.50 Crâ‚¹14423 per sqft,1.5,N/A,N/A,N/A,N/A"
"Agricultural Land for Sale in Sanguem Goa,â‚¹1.50 Crâ‚¹155 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Nerul Goa,â‚¹1.50 Cr,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Candolim Goa,â‚¹1.50 Cr,1.5,N/A,N/A,N/A,N/A"
"2 BHK Villa for Sale in Kadamba Plateau Goa,â‚¹1.50 Crâ‚¹13271 per sqft,1.5,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Goa Maharashtra Border Goa,â‚¹1.50 Crâ‚¹926 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Mathias Ocean Park Residency, Dona Paula Goa,â‚¹1.50 Cr,1.5,N/A,N/A,https://www.magicbricks.com/mathias-ocean-park-residency-dona-paula-goa-pdpid-4d4235303331353131,N/A"
"2 BHK Builder Floor for Sale in Porvorim Goa,â‚¹1.50 Crâ‚¹12000 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Salvador do Mundo Goa,â‚¹1.50 Crâ‚¹12000 per sqft,1.5,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Calangute Goa,â‚¹1.50 Crâ‚¹22727 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Panaji Goa,â‚¹1.50 Crâ‚¹12554 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Tivim Goa,â‚¹1.50 Crâ‚¹12448 per sqft,1.5,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Colva Goa,â‚¹1.50 Crâ‚¹9375 per sqft,1.5,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Margao Goa,â‚¹1.50 Crâ‚¹2629 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Villa for Sale in Kadamba Plateau Goa,â‚¹1.50 Crâ‚¹12668 per sqft,1.5,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Porvorim Goa,â‚¹1.50 Crâ‚¹9954 per sqft,1.5,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Aradi Socorro Goa,â‚¹1.50 Crâ‚¹9290 per sqft,1.5,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Lawande Panthea, Curca Goa,â‚¹1.50 Cr,1.5,N/A,N/A,https://www.magicbricks.com/lawande-panthea-curca-goa-pdpid-4d4235333332303935,N/A"
"Office Space for Sale in Vasco Da Gama Goa,â‚¹1.50 Crâ‚¹9954 per sqft,1.5,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Gera's River Of Joy Apartments, Kadamba Plateau Goa,â‚¹1.50 Crâ‚¹12500 per sqft,1.5,N/A,N/A,https://www.magicbricks.com/gera's-river-of-joy-apartments-kadamba-plateau-goa-pdpid-4d4235313131313037,N/A"
"3 BHK Apartment for Sale in Vasco Da Gama Goa,â‚¹1.50 Crâ‚¹8047 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Porvorim Goa,â‚¹1.50 Cr,1.5,N/A,N/A,N/A,N/A"
"2 BHK Villa for Sale in Kadamba Plateau Goa,â‚¹1.50 Crâ‚¹13935 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Benaulim Goa,â‚¹1.50 Cr,1.5,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Calangute Goa,â‚¹1.50 Crâ‚¹23225 per sqft,1.5,N/A,N/A,N/A,N/A"
"Agricultural Land for Sale in Pernem Goa,â‚¹1.50 Crâ‚¹221 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Manglam Casa Amora Phase III, Kadamba Plateau Goa,â‚¹1.50 Crâ‚¹11148 per sqft,1.5,N/A,N/A,https://www.magicbricks.com/manglam-casa-amora-phase-iii-kadamba-plateau-goa-pdpid-4d4235313230383339,N/A"
"Agricultural Land for Sale in Valpoi Goa,â‚¹1.50 Crâ‚¹387 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Mathias Ocean Park Residency, Dona Paula Goa,â‚¹1.50 Crâ‚¹11329 per sqft,1.5,N/A,N/A,https://www.magicbricks.com/mathias-ocean-park-residency-dona-paula-goa-pdpid-4d4235303331353131,N/A"
"2 BHK Apartment for Sale in Campal Goa,â‚¹1.50 Crâ‚¹11612 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Villa for Sale in Gera's River Of Joy Apartments, Kadamba Plateau Goa,â‚¹1.50 Crâ‚¹12668 per sqft,1.5,N/A,N/A,https://www.magicbricks.com/gera's-river-of-joy-apartments-kadamba-plateau-goa-pdpid-4d4235313131313037,N/A"
"3 BHK Villa for Sale in Carmona Goa,â‚¹1.50 Crâ‚¹6342 per sqft,1.5,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Loutolim Goa,â‚¹1.50 Crâ‚¹15000 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Akar Excelsior, Colva Goa,â‚¹1.50 Crâ‚¹12799 per sqft,1.5,N/A,N/A,https://www.magicbricks.com/akar-excelsior-colva-goa-pdpid-4d4235303331383132,N/A"
"2 BHK Villa for Sale in Kadamba Plateau Goa,â‚¹1.50 Crâ‚¹11148 per sqft,1.5,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Dabolim Goa,â‚¹1.50 Cr,1.5,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Betalbatim Goa,â‚¹1.50 Crâ‚¹20134 per sqft,1.5,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Heritage Royale, Dona Paula Goa,â‚¹1.50 Cr,1.5,N/A,N/A,https://www.magicbricks.com/heritage-royale-dona-paula-goa-pdpid-4d4235323833313837,N/A"
"Agricultural Land for Sale in Aldona Goa,â‚¹1.50 Crâ‚¹871 per sqft,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Benaulim Goa,â‚¹1.50 Cr,1.5,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Taligao Goa,â‚¹1.50 Crâ‚¹14970 per sqft,1.5,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Margao Goa,â‚¹1.52 Crâ‚¹2601 per sqft,1.52,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in GHD Skypark Goa,â‚¹1.52 Crâ‚¹11736 per sqft,1.52,N/A,N/A,N/A,N/A"
"4 BHK Penthouse for Sale in Benaulim Goa,â‚¹1.52 Crâ‚¹11767 per sqft,1.52,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Sasoli Goa,â‚¹1.52 Crâ‚¹1382 per sqft,1.52,N/A,N/A,N/A,N/A"
"1 BHK Builder Floor for Sale in Calangute Goa,â‚¹1.53 Cr,1.53,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Chopdem Goa,â‚¹1.54 Crâ‚¹12024 per sqft,1.54,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Stellar, Taleigao Goa,â‚¹1.55 Crâ‚¹12521 per sqft,1.55,N/A,N/A,https://www.magicbricks.com/stellar-taleigao-goa-pdpid-4d4235313236333939,N/A"
"2 BHK Villa for Sale in Gera's River Of Joy Apartments, Kadamba Plateau Goa,â‚¹1.55 Crâ‚¹114815 per sqft,1.55,N/A,N/A,https://www.magicbricks.com/gera's-river-of-joy-apartments-kadamba-plateau-goa-pdpid-4d4235313131313037,N/A"
"2 BHK Apartment for Sale in Bhobe Pride Goa,â‚¹1.55 Crâ‚¹12000 per sqft,1.55,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Camurlim Goa,â‚¹1.55 Crâ‚¹5962 per sqft,1.55,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Sun Solaris Apartments, Nerul Goa,â‚¹1.55 Crâ‚¹13362 per sqft,1.55,N/A,N/A,https://www.magicbricks.com/sun-solaris-apartments-nerul-goa-pdpid-4d4235313630323735,N/A"
"2 BHK Builder Floor for Sale in Calangute Goa,â‚¹1.55 Cr,1.55,N/A,N/A,N/A,N/A"
"1 BHK Builder Floor for Sale in Harbour Heights, Calangute Goa,â‚¹1.55 Cr,1.55,N/A,N/A,https://www.magicbricks.com/harbour-heights-calangute-goa-pdpid-4d4235343234393739,N/A"
"2 BHK Builder Floor for Sale in Calangute Goa,â‚¹1.55 Crâ‚¹9394 per sqft,1.55,N/A,N/A,N/A,N/A"
"2 BHK Builder Floor for Sale in Calangute Goa,â‚¹1.55 Crâ‚¹11071 per sqft,1.55,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Acron Seawinds, Khobra Waddo Goa,â‚¹1.55 Cr,1.55,N/A,N/A,https://www.magicbricks.com/acron-seawinds-khobra-waddo-goa-pdpid-4d4235313839343030,N/A"
"1 BHK Apartment for Sale in Arpora Goa,â‚¹1.55 Cr,1.55,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Mathias Ocean Park Residency, Dona Paula Goa,â‚¹1.55 Crâ‚¹11707 per sqft,1.55,N/A,N/A,https://www.magicbricks.com/mathias-ocean-park-residency-dona-paula-goa-pdpid-4d4235303331353131,N/A"
"3 BHK Penthouse for Sale in Porvorim Goa,â‚¹1.55 Crâ‚¹7143 per sqft,1.55,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Candolim Goa,â‚¹1.55 Cr,1.55,N/A,N/A,N/A,N/A"
"Agricultural Land for Sale in Anjuna Goa,â‚¹1.56 Crâ‚¹557 per sqft,1.56,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Margao Goa,â‚¹1.57 Crâ‚¹12466 per sqft,1.57,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Fluid Space Floresta, Dabolim Goa,â‚¹1.57 Crâ‚¹9203 per sqft,1.57,N/A,N/A,https://www.magicbricks.com/fluid-space-floresta-dabolim-goa-pdpid-4d4235313139353631,N/A"
"3 BHK Apartment for Sale in Fluid Space Floresta, Dabolim Goa,â‚¹1.57 Crâ‚¹9203 per sqft,1.57,N/A,N/A,https://www.magicbricks.com/fluid-space-floresta-dabolim-goa-pdpid-4d4235313139353631,N/A"
"3 BHK Villa for Sale in Verna Goa,â‚¹1.58 Crâ‚¹5581 per sqft,1.58,N/A,N/A,N/A,N/A"
"4 BHK Apartment for Sale in Pilerne Goa,â‚¹1.60 Cr,1.6,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Assagao Goa,â‚¹1.60 Crâ‚¹12925 per sqft,1.6,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Porvorim Goa,â‚¹1.60 Crâ‚¹11434 per sqft,1.6,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Oasis De Ashiyana, Morjim Goa,â‚¹1.60 Crâ‚¹13333 per sqft,1.6,N/A,N/A,https://www.magicbricks.com/oasis-de-ashiyana-morjim-goa-pdpid-4d4235323833353535,N/A"
"3 BHK Villa for Sale in Canca Goa,â‚¹1.60 Crâ‚¹9290 per sqft,1.6,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Porvorim Goa,â‚¹1.60 Cr,1.6,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Riverdale Goa,â‚¹1.60 Crâ‚¹1111 per sqft,1.6,N/A,N/A,N/A,N/A"
"3 BHK Penthouse for Sale in Porvorim Goa,â‚¹1.60 Crâ‚¹7373 per sqft,1.6,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Porvorim Goa,â‚¹1.60 Crâ‚¹11800 per sqft,1.6,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Arpora Goa,â‚¹1.60 Crâ‚¹14023 per sqft,1.6,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Siolim Goa,â‚¹1.60 Crâ‚¹13637 per sqft,1.6,N/A,N/A,N/A,N/A"
"2 BHK Penthouse for Sale in Betalbatim Goa,â‚¹1.60 Crâ‚¹9913 per sqft,1.6,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Caranzalem Goa,â‚¹1.60 Cr,1.6,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Dhargalim VP Goa,â‚¹1.60 Crâ‚¹3861 per sqft,1.6,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Fluid Space Floresta, Dabolim Goa,â‚¹1.60 Crâ‚¹9204 per sqft,1.6,N/A,N/A,https://www.magicbricks.com/fluid-space-floresta-dabolim-goa-pdpid-4d4235313139353631,N/A"
"1 BHK Apartment for Sale in Acron Seawinds, Khobra Waddo Goa,â‚¹1.60 Crâ‚¹19753 per sqft,1.6,N/A,N/A,https://www.magicbricks.com/acron-seawinds-khobra-waddo-goa-pdpid-4d4235313839343030,N/A"
"2 BHK Villa for Sale in Divar Island Goa,â‚¹1.60 Cr,1.6,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Candolim Goa,â‚¹1.60 Crâ‚¹17487 per sqft,1.6,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Phantom Las Terrazos, Siolim Goa,â‚¹1.60 Crâ‚¹11434 per sqft,1.6,N/A,N/A,https://www.magicbricks.com/phantom-las-terrazos-siolim-goa-pdpid-4d4235313034323039,N/A"
"2 BHK Builder Floor for Sale in Porvorim Goa,â‚¹1.60 Crâ‚¹12597 per sqft,1.6,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Colva Goa,â‚¹1.60 Cr,1.6,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Dabolim Goa,â‚¹1.60 Crâ‚¹8494 per sqft,1.6,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Sancoale Goa,â‚¹1.60 Crâ‚¹4938 per sqft,1.6,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Pernem Goa,â‚¹1.60 Crâ‚¹4464 per sqft,1.6,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Fluid Space Floresta, Dabolim Goa,â‚¹1.60 Crâ‚¹9204 per sqft,1.6,N/A,N/A,https://www.magicbricks.com/fluid-space-floresta-dabolim-goa-pdpid-4d4235313139353631,N/A"
"3 BHK Apartment for Sale in Caranzalem Goa,â‚¹1.60 Crâ‚¹9290 per sqft,1.6,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Candolim Goa,â‚¹1.65 Crâ‚¹13750 per sqft,1.65,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Sun N Sand, Candolim Goa,â‚¹1.65 Crâ‚¹16500 per sqft,1.65,N/A,N/A,https://www.magicbricks.com/sun-n-sand-candolim-goa-pdpid-4d4235313632353333,N/A"
"2 BHK Villa for Sale in Calangute Goa,â‚¹1.65 Crâ‚¹12781 per sqft,1.65,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Mapusa Goa,â‚¹1.65 Crâ‚¹9781 per sqft,1.65,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Arpora Goa,â‚¹1.65 Cr,1.65,N/A,N/A,N/A,N/A"
"2 BHK Villa for Sale in Ribandar Goa,â‚¹1.65 Crâ‚¹11791 per sqft,1.65,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Mayflower Enclave, Kadamba Plateau Goa,â‚¹1.65 Crâ‚¹9167 per sqft,1.65,N/A,N/A,https://www.magicbricks.com/mayflower-enclave-kadamba-plateau-goa-pdpid-4d4235303730363035,N/A"
"3 BHK Villa for Sale in Umiya Sundance Villas, Sancoale Goa,â‚¹1.65 Crâ‚¹9763 per sqft,1.65,N/A,N/A,https://www.magicbricks.com/umiya-sundance-villas-sancoale-goa-pdpid-4d4235313931353431,N/A"
"3 BHK Penthouse for Sale in Porvorim Goa,â‚¹1.65 Crâ‚¹7064 per sqft,1.65,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Heritage Exotica Villa, Arpora Goa,â‚¹1.65 Crâ‚¹12222 per sqft,1.65,N/A,N/A,https://www.magicbricks.com/heritage-exotica-villa-arpora-goa-pdpid-4d4235323832393837,N/A"
"1 BHK Builder Floor for Sale in Calangute Goa,â‚¹1.66 Cr,1.66,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Anjuna Goa,â‚¹1.66 Cr,1.66,N/A,N/A,N/A,N/A"
"4 BHK Apartment for Sale in Dabolim Goa,â‚¹1.67 Cr,1.67,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Sun N Sand, Candolim Goa,â‚¹1.70 Crâ‚¹16451 per sqft,1.7,N/A,N/A,https://www.magicbricks.com/sun-n-sand-candolim-goa-pdpid-4d4235313632353333,N/A"
"2 BHK Apartment for Sale in Arpora Goa,â‚¹1.70 Crâ‚¹170000 per sqft,1.7,N/A,N/A,N/A,N/A"
"2 BHK Builder Floor for Sale in Guirim Goa,â‚¹1.70 Crâ‚¹22078 per sqft,1.7,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Sattva Waters Edge Apartments, Sancoale Goa,â‚¹1.70 Cr,1.7,N/A,N/A,https://www.magicbricks.com/sattva-waters-edge-apartments-sancoale-goa-pdpid-4d4235323833393031,N/A"
"Plot/Land for Sale in thivim Goa,â‚¹1.70 Crâ‚¹2340 per sqft,1.7,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Dabolim Goa,â‚¹1.70 Crâ‚¹6169 per sqft,1.7,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Siolim Goa,â‚¹1.70 Crâ‚¹15041 per sqft,1.7,N/A,N/A,N/A,N/A"
"4 BHK Apartment for Sale in TATA Rio De Goa, Dabolim Goa,â‚¹1.70 Crâ‚¹10390 per sqft,1.7,N/A,N/A,https://www.magicbricks.com/tata-rio-de-goa-dabolim-goa-pdpid-4d4235313232323037,N/A"
"2 BHK Apartment for Sale in Sancoale Goa,â‚¹1.70 Crâ‚¹10189 per sqft,1.7,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Sancoale Goa,â‚¹1.70 Cr,1.7,N/A,N/A,N/A,N/A"
