"title,price,price_numeric,location,details,link,property_type"
"4 BHK Villa for Sale in Parra Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Vagator Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Vagator Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"5 BHK Villa for Sale in Assonora Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Agricultural Land for Sale in Goa Maharashtra Border Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Luxe Upper Crest, Reis Magos Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/luxe-upper-crest-reis-magos-goa-pdpid-4d4235343136313033,N/A"
"2 BHK Apartment for Sale in Kadamba Plateau Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Vasco Da Gama Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Models Models Legacy, Santainez Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/models-models-legacy-santainez-goa-pdpid-4d4235313031353737,N/A"
"3 BHK Villa for Sale in Morjim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Crossroads Elite, Margao Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/crossroads-elite-margao-goa-pdpid-4d4235313035303439,N/A"
"1 BHK Apartment for Sale in Prabhus Violetta, Dabolim Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/prabhus-violetta-dabolim-goa-pdpid-4d4235313135373733,N/A"
"2 BHK Apartment for Sale in St Inez Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Nachinola Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Mandrem Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Varca Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in The Retreat, Old Goa Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/the-retreat-old-goa-goa-pdpid-4d4235313835333133,N/A"
"3 BHK Villa for Sale in Khorlim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Agricultural Land for Sale in Sanguem Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in barreto Appartments Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Siolim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Nachinola Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Apartment for Sale in Kamat Vision, Caranzalem Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/kamat-vision-caranzalem-goa-pdpid-4d4235313236343135,N/A"
"Studio Apartment for Sale in Margao Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Vagator Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Siolim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Anjuna Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Vagator Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Quitla Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Siolim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Mayberry, Anjuna Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/mayberry-anjuna-goa-pdpid-4d4235313536393735,N/A"
"2 BHK Apartment for Sale in Candolim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Calangute Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Cunchelim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Apartment for Sale in Porvorim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Apartment for Sale in Calangute Anjuna Road Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Warehouse/ Godown for Sale in Kundaim Industrial Estate Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Aldona Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Apartment for Sale in Margao Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Agricultural Land for Sale in Ponda Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Candolim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Moira Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Salvador do Mundo Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Gonex La Fresco, Assagao Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/gonex-la-fresco-assagao-goa-pdpid-4d4235313332353333,N/A"
"Land for Sale in Baga Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Mathias Ocean Park Residency, Dona Paula Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/mathias-ocean-park-residency-dona-paula-goa-pdpid-4d4235303331353131,N/A"
"4 BHK Villa for Sale in Kadamba Plateau Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Cavelossim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Assagao Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Parra Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Chorao Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Assagao Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Ponda Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Casa Vino Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Anjuna Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Arpora Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Apartment for Sale in Tata Goa Paradise, Vidhyanagar Colony Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/tata-goa-paradise-dabolim-goa-pdpid-4d4235303839333030,N/A"
"3 BHK Villa for Sale in Calangute Anjuna Road Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Industrial Building for Sale in Kundaim Industrial Estate Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Kamat Prestige, Panaji Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/kamat-prestige-panaji-goa-pdpid-4d4235313037303339,N/A"
"1 BHK Apartment for Sale in Umiya Quatro Plot C, Dabolim Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/umiya-quatro-plot-c-dabolim-goa-pdpid-4d4235313630383433,N/A"
"Apartment for Sale in Akar Excelsior, Colva Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/akar-excelsior-colva-goa-pdpid-4d4235303331383132,N/A"
"Warehouse/ Godown for Sale in Madgaon Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Casa Vino Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Agricultural Land for Sale in Vygreshwar sadan valpoi, Valpoi Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/vygreshwar-sadan-valpoi-valpoi-goa-pdpid-4d4235323532373533,N/A"
"Plot/Land for Sale in Old Goa Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Lady Hardinge Medical College Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in MVR Casa Aurea, Siolim Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/mvr-casa-aurea-siolim-goa-pdpid-4d4235323936333735,N/A"
"Land for Sale in Tivim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Colva Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"4 BHK Villa for Sale in Vagator Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Villa for Sale in Navelim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in CD Signature, Margao Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/cd-signature-margao-goa-pdpid-4d4235313031393037,N/A"
"Office Space for Sale in Altinho Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Sircaim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Pilerne Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Salvador do Mundo Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"3 BHK Apartment for Sale in Anjuna Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Apartment for Sale in Mapusa Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Margao Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"3 BHK Villa for Sale in Moira Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"1 BHK Apartment for Sale in Nerul Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"Plot/Land for Sale in Agricultural Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Manglam Casa Amora, Tiswadi Goa,Call for Price,0.0,N/A,N/A,https://www.magicbricks.com/manglam-casa-amora-tiswadi-goa-pdpid-4d4235323834343431,N/A"
"Plot/Land for Sale in Khandepar Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"2 BHK Apartment for Sale in Alto-Betim Goa,Call for Price,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,https://post.magicbricks.com/,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,https://post.magicbricks.com/,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,https://post.magicbricks.com/,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
"N/A,Price on Request,0.0,N/A,N/A,N/A,N/A"
